Requirement_ID,Requirement_Text,Source,Section,Domain
REQ_00810,"d) In levels 1, 2 and 3, if this system version number X is greater than the highest  version number X supported by the on -board equipment, the information from this  balise shall be ignored, the train shall be tripped and an indication shall be given to  the driver.",SUBSET-026-3 v360.pdf,,
REQ_00811,"e) In levels 0 and NTC, if this system version number X is greater than the highest  version number X supported by the on -board equipment, the information from this  balise shall be ignored and no reaction shall be applied.",SUBSET-026-3 v360.pdf,,
REQ_00812,"3.17.3.6 In level 1 the on -board equipment shall check the ERTMS/ETCS system version  number X transmitted by any Euroloop found:  a) if this system version number X is lower than the lowest system version number X  supported by the on -board equipment, it shall be able to interpret the loop  information, to the extent defined for each type of information (see chapter 6 for  detailed requirements).",SUBSET-026-3 v360.pdf,,
REQ_00813,"If the on -board is not able to interpret the information, this  shall be considered as a message consistency error.",SUBSET-026-3 v360.pdf,,
REQ_00814,"b) if this system version number X is amongst its supported ones, the on -board  equipment shall be able to interpret the loop information.",SUBSET-026-3 v360.pdf,,
REQ_00815,"ERA * UNISIG * EEIG ERTMS USERS GROUP      SUBSET-026-3  3.6.0  13/05/2016  System Requirements Specification  Chapter 3  Principles  Page 176/204    c) If this system version number X is greater tha n the highest version number X  supported by the on -board equipment , no reaction shall be applied and the  information from this loop shall be ignored.",SUBSET-026-3 v360.pdf,,
REQ_00816,3.17.3.7 The on -board equipment shall check the ERTMS/ETCS system version number X  transmitted the first time any R BC is contacted (including RBC hand over)  or any RIU  is contacted.,SUBSET-026-3 v360.pdf,,
REQ_00817,"3.17.3.11 For trackside information only differing by Y with regards to the highest syste m version  number X supported by on -board, the on -board equipment shall not consider the  reception of unknown packet/message as a message data consistency error (i.e.",SUBSET-026-3 v360.pdf,,
REQ_00818,"use  of spare value for NID_PACKET or NID_MESSAGE) and shall ignore the content of  the unknown packet/message in the following cases:  a) unknown packet included in a balise telegram/loop message related to the higher  system version;  b) unknown radio message from an RBC or RIU operating with the higher system  version;  c) unknown packet from an RBC or RIU operating with the higher system version,  included in a message in which one or more optional packet can be added  according to the version operated by on-board.",SUBSET-026-3 v360.pdf,,
REQ_00819,ERA * UNISIG * EEIG ERTMS USERS GROUP      SUBSET-026-3  3.6.0  13/05/2016  System Requirements Specification  Chapter 3  Principles  Page 177/204    3.18.2.2 Trains shall be supervised according to the National Values of the current  infrastructure if they are available on-board.,SUBSET-026-3 v360.pdf,,
REQ_00820,"They shall become applicable at a defined location, or shall be applicable  immediately.",SUBSET-026-3 v360.pdf,,
REQ_00821,"3.18.2.4 Evaluating a balise group message, the balise identity information referring to the  country or region shall be used to ensure that correct National Values are used.",SUBSET-026-3 v360.pdf,,
REQ_00822,"3.18.2.5 For each National Value, the corresponding Default Value shall be used as fall back  value if:   the National Value  is not available, or    a mismatch has been detected between the cou ntry or region identifier read from a  balise group and the corresponding identifier(s) of the applicable set with which the  National Value was received and stored.",SUBSET-026-3 v360.pdf,,
REQ_00823,enters No Power mode) shall be retained and shall remain applicable when  powered on.,SUBSET-026-3 v360.pdf,,
REQ_00824,3.18.2.8 The applicable set of National Values data shall be transmitted from the trackside on  transition between areas requiring a different set of National Values.,SUBSET-026-3 v360.pdf,,
REQ_00825,3.18.2.8.1 When a new set of National Values becomes applicable its content  shall always  overwrite the corresponding National Values  currently applicable regardless of the  country or region identifier(s).,SUBSET-026-3 v360.pdf,,
REQ_00826,"3.18.2.9 A previously received set of National Values which is not yet applicable shall be  deleted if:   a new set of National Values is received, or   the ERTMS/ETCS on -board equipment is switched off (i.e., enters No Power  mode).",SUBSET-026-3 v360.pdf,,
REQ_00827,"3.18.2.10 If a National Value becomes invalid, i.e., a mismatch has been detected between the  country or region identifier read from a balise group and the corres ponding identifier(s)  ERA * UNISIG * EEIG ERTMS USERS GROUP      SUBSET-026-3  3.6.0  13/05/2016  System Requirements Specification  Chapter 3  Principles  Page 178/204    of the applicable set with which the National Value was received and stored , then it  shall be deleted.",SUBSET-026-3 v360.pdf,,
REQ_00828,"3.18.2.11 When a new set of National Values becomes applicable, any ongoing supervision  involving a n overwritten  National Value of type time or distance shall continue , but   using the corresponding value from the new set.",SUBSET-026-3 v360.pdf,,
REQ_00829,"However, the starting location or  starting time shall remain unchanged.",SUBSET-026-3 v360.pdf,,
REQ_00830,"3.18.3.2 Before starting a mission, the Train Data shall be acquired by the ERTMS/ETCS on - board equipment of a leading engine  a) Train category(ies)  b) Train length  c) Traction / brake parameters:   Traction model   Braking models (brake build up time and speed dependent deceleration) o r  brake percentage   Brake position   On-board correction factors   Nominal rotating mass  d) Maximum train speed  e) Loading gauge   f) Axle load category  g) Traction system(s) accepted by the engine  h) Train fitted with airtight system   i) List of National Systems available on-board  j) Intentionally deleted  k) Axle number   3.18.3.2.1 The Train Data may come from ERTMS/ETCS external sources (e.g.",SUBSET-026-3 v360.pdf,,
REQ_00831,"3.18.3.2.2 Exception: The driver shall never be involved in the entry/ modification/validation of  the  Train Data “Traction system(s) accepted by the engine” , “List of National Systems   available on-board” and “Axle number”.",SUBSET-026-3 v360.pdf,,
REQ_00832,"ERA * UNISIG * EEIG ERTMS USERS GROUP      SUBSET-026-3  3.6.0  13/05/2016  System Requirements Specification  Chapter 3  Principles  Page 179/204    3.18.3.2.3 The unit, range and resolution of the Train Data that can be directly entered by the  driver shall be as specified in A.3.11.",SUBSET-026-3 v360.pdf,,
REQ_00833,"3.18.3.3 At standstill, it shall be possible for the driver to enter, modify and revalidate the Train  Data that requires driver validation according to the specific train implementation.",SUBSET-026-3 v360.pdf,,
REQ_00834,"3.18.3.3.1 In normal operation after the start of mission, if a train movement is detected whi le the  driver is modifying or revalidating the Train Data, the ERTMS/ETCS on -board  equipment shall trigger the brake command.",SUBSET-026-3 v360.pdf,,
REQ_00835,"when approaching a level 2/3  area or an accepting RBC area), the ERTMS/ETCS on -board equipment of the leading  engine shall send the following set of Train Data to the RBC:  a) Train category(ies).",SUBSET-026-3 v360.pdf,,
REQ_00836,h) List of National Systems available on-board  i) Axle number  3.18.3.4.1 The RBC shall acknowledge the reception of this set of Train Data.,SUBSET-026-3 v360.pdf,,
REQ_00837,"3.18.3.4.2 In case the safe radio connection is lost before the acknowledgement is received, the  Train Data shall be sent again once the safe radio connection has been re-established  within the ongoing communication session.",SUBSET-026-3 v360.pdf,,
REQ_00838,"3.18.3.7 In case the Train Data regarding train category, axle load  category, loading gauge or  traction system has been changed and the train is at standstill:  a) the location based information stored on -board shall be shortened to the current  position of the train .",SUBSET-026-3 v360.pdf,,
REQ_00840,"ERA * UNISIG * EEIG ERTMS USERS GROUP      SUBSET-026-3  3.6.0  13/05/2016  System Requirements Specification  Chapter 3  Principles  Page 180/204    b) the stored MA, linking and track description, which have been received from the  RBC after a level 2/3 transition or a RBC transition for a further l ocation has been  ordered, shall be deleted.",SUBSET-026-3 v360.pdf,,
REQ_00841,"3.18.3.8 In case the Train Data regarding train length has been increased, the currently used  track description, if any, shall be considered as unknown in rear of the former min safe  rear end of the train.",SUBSET-026-3 v360.pdf,,
REQ_00842,3.18.4 Additional Data  3.18.4.1 Driver ID  3.18.4.1.1 The driver ID shall be used to identify the responsible person for operating an active  desk.,SUBSET-026-3 v360.pdf,,
REQ_00843,"3.18.4.1.2 If allowed by a National value, it shall be possible for the driver to change driver ID  while the train is running.",SUBSET-026-3 v360.pdf,,
REQ_00844,3.18.4.1.3 It shall be possible to enter driver ID also in a non-leading engine.,SUBSET-026-3 v360.pdf,,
REQ_00845,"3.18.4.1.4 The unit, range and resolution of the driver ID shall be as specified in A.3.11.",SUBSET-026-3 v360.pdf,,
REQ_00846,3.18.4.2 ERTMS/ETCS Level  3.18.4.2.1 The driver shall have the possibility to enter the ERTMS/ETCS level dur ing a start of a  mission.,SUBSET-026-3 v360.pdf,,
REQ_00847,3.18.4.2.3 In normal operation after the start of mission the driver shall not have to select the  ERTMS/ETCS level (all other level transitions are executed automatically).,SUBSET-026-3 v360.pdf,,
REQ_00848,"3.18.4.2.4 For operational fallback situations: at standstill, the onboard equipment shall allow the  driver to change the ERTMS/ETCS level.",SUBSET-026-3 v360.pdf,,
REQ_00849,"3.18.4.2.5 If the table of supported levels given by trackside is available, the selection of le vel by  the driver shall be limited to those contained in this table .",SUBSET-026-3 v360.pdf,,
REQ_00850,"3.18.4.3 Radio data: Network identification / RBC Identification / Telephone Number  3.18.4.3.1 The ERTMS/ETCS on -board equipment shall store one valid RBC identity and  telephone number at a time, obtained from the last driver data entry, from the last  received order to establish a session with an RBC (excluding RBC transition  orders) or  from the crossing of a RBC/RBC border (see clause 3.15.1.3.7).",SUBSET-026-3 v360.pdf,,
